Comment,Category 1,Category 2,Category 3
"One day a middle-aged architect of Paris suddenly cuts off his mustache, but his surrounding claim he has never had one. Somebody is wrong, and since nobody shares his opinion, he has to escape to Hongkong from the forced mental treatment. Here, in the meantime, he cuts again his regrown mustache, and because this time the change was recognized by his wife, they, again, find each other. What is this film all about? Perhaps about the importance of the everyday matters of no significance, which can still, somehow, ruin our life. About whether we really know each other, listen to each other or even our closest relationships are superficial? Or are we a witness of a disintegration of an instable personality? There is a short-story with the same title Moustache"" written by the French novelist, Maupassant in 1883, which can elucidate a different way of interpretation. The story is a real ode to the mustache by a fictitious lady. But one can read about other interesting things in that letter  And mainly I adore mustache because it is French, pure-blooded French wear. We inherited it from our Gallic ancestors, and deserve it, like the symbol of our national character."" From this point, the saucy mustache of our hero becomes the last symbol of a national identity. He and his wife live a life of a typical citizen of a Western world in the multicultural Paris. They prefer sushi to French food, travel Bali for holiday, and buy Chinese dresses and trinkets in Hongkong. His close surrounding, his wife and his friends, do not even notice the change caused by the disappearance of his mustache, but from an objective point of view (policewoman) the difference is obvious. The past is coming to an end, which is presented by the death of his father, and the vain search of the house of his childhood. This necessarily leads to the development of a split personality: is it himself who is insane or the others? Is he a victim of a conspiracy, or is he suffer from persecution mania? The never-ending ferry-boat journey between two coasts representing a loss of his footing, and the spin of the drum of a washing machine in his dream (head) becomes a symbol of a brainwash. This film is a story about a man who has lost his national identity, and if there is a chance to get it back. There is no answer but perhaps he has to travel to the other part of the world to make even his wife understand; yes there is something what we have lost, but it is good as it is. Still, the last picture is quite worrying: a man without a mustache is lying in a dark sleeplessness, like in a grave.",Directional Techniques,Others,
"""Shanghai Triad"" tells the story of a young country boy who takes a job as a servant to a mob boss in Shanghai and becomes a passive observer to the skulduggery behind Shanghai's opium wars. In spite of the subject matter, action takes a back seat to art as the film languishes in the beauty of each scene while telling a thin and only mildly interesting story. Expect lots of beautiful cinematography and little else and you won't be disappointed.",Plot,,
"This is personally my favorite film. However, I can understand why this one-time sci-fi/horror flick views more like a comedy today. The film has dated more than other films from '71/72, and with the special effects bar haven risen astronomically since that time there is little hope for the film to grow even older gracefully. And a shirtless, oily, middle-aged, often over-acting Charlton Heston doesn't exactly shout hero or Academy Award. But THE OMEGA MAN has its moments, in particular its unexpected, and unexpectedly touching, finale. Add to that worthwhile ending a legendary Ron Grainer (Dr. Who, The Prisoner) soundtrack and some very quotable dialogue (""Thanks alot, you cheating bastard"") and THE OMEGA MAN rounds itself out into a very memorable movie.<br /><br />Unfortunately, Warner Bros. has continually delayed the release of OMEGA MAN on DVD - 4 years now counting. Maybe during the wait someone there will realize the potential this movie has a video game. Our heroic player must track The Family down by day and fend them off by night in a bunkered-up penthouse. Like the DVD, it's wishful thinking.",Plot,Visual Effect,Others
In a overview of Feast. I can at least say this....<br /><br />Don't expect your average run of the mill claustrophobic horror movie. <br /><br />This movie has way too much sense of humor for it to be politically correct. Don't take this movie seriously.<br /><br />Creatures kill whoever is convenient for them and don't expect anyone to be safe. Attacks are random and could keep you at the edge of your seat.<br /><br />Don't expect abuse of CGI. Classic monster costuming and effects are used.<br /><br />Expect the unexpected.<br /><br />Feast does its best to throw all Horror clichés out the window yet it doesn't try to be anything it is not meant to be.<br /><br />Henry Rollins is in this. Haven't seen him in a loooong time.<br /><br />I recommend this movie for the above reasons mentioned. Don't take this movie seriously and enjoy.,Performance,Visual Effect,
"***SPOILERS*** ***SPOILERS*** This Court TV original movie does a commendable job of pointing out the injustices often caused by mandatory minimum sentencing laws. Mercedes Ruehl is excellent as Susan Walker, a single mother who is sentenced to 20 years in federal prison simply because her live-in boyfriend and his cronies were peddling marijuana on a large scale.<br /><br />Walker refused to plea bargain since she considered herself to be innocent and devoid of inside information. Unfortunately, all of the other defendants in the case (they KNEW they were guilty) accepted a plea bargain, pointing their fingers at Walker as a co-conspirator to shorten their own sentences. As a result Walker, who was guilty of nothing but trusting the wrong guy, received the longest sentence of all.<br /><br />Overall, the film is quite compelling for a made-for-cable flick. Ruehl rules her character throughout.<br /><br />",Plot,Others,
"<br /><br />Average sci-fi thriller movie back in 1973.But today due to numerous improvements on the ideas presented here,this movie is only likely to be enjoyed by the most avid sci-fi movie completist.The special effects here was ripped off by numerous 1970's sci-fi TV series like those countless Six Million Dollar Man/Bionic Woman shows.If one has seen those TV shows before seeing this movie,nothing comes out new or fresh.Come to think of it,the Six Million Dollar Man pilot episodes came out before this movie!So actually,the special effects here were not too original after all.Also,they were not content with the Six Million Dollar Man rip off,they even stole the actor who plays Dr.Rudy Wells in said TV show!No sirree.They can't pull a fast one on a guy like me who has seen a lot of movies and TV shows so I am NOT IMPRESSED at all and do not buy into the hype.So now what have we got?Story?The story looks to me like a reject script from a 1960's Twilight Zone episode.The story was too full of plot holes it's not funny.Yes indeed. this one makes a great victim for MYSTERY SCIENCE THEATRE 2000 lampooning fun........",Performance,Visual Effect,Directional Techniques
"I adored the Japanese version of ""Iron Chef"" and have watched every episode they aired in America. So, when I heard that production wrapped up, I was saddened...no more Chairman Kaga and no more Iron Chefs! However, soon after, there was an announcement that the show would be coming to America with a new cast and new Kitchen Stadium. I was excited. Then, sadly, it turned out that they tossed aside all the good elements of the original show and substituted it was an almost ""Jerry Springer"" and ""Gong Show"" atmosphere. Gone was the pageantry, subtlety and charm.<br /><br />The single worst thing about the new show was that the chefs were no longer men you could admire and love. Kinichi, Sakai, Nokamura and the rest seemed like really nice people--skilled, yet honorable and humble. Now, in this bastardized version from America, the chefs were combination mega-celebrities AND GQ cover models. The worst of these was Todd English (who starred in this premier show). He seemed more like the wrestler Gorgeous George coming into the arena than a real honest-to-goodness chef. In the process, he came off as very obnoxious, self-assured and arrogant...and quite pretty. Because of his boorish antics (such as tossing food into the audience and prancing), I swore I'd never eat at one of his restaurants and I never will. I saw him recently on QVC or HSN and think that this is more fitting for his ""talents"". No one cooks THAT good that it's worth putting up with all this phony image that the show's producers no doubt convinced English to adopt.<br /><br />The fact that English was so obnoxious was fortunate for the new chairman, William Shatner (who thought of Shatner!?!). While his performance was stupid, English so overshadowed Shatner that his wooden and dopey performance could be overlooked...a bit. Another problem is that when Americans watch the Japanese shows, they have no idea who Chairman Kaga is--and so it makes the idea of a real kitchen stadium seem almost possible. Most Americans don't know that Takeshi Kaga actually was a rather famous Japanese actor--famous for stage performances in plays by Andrew Lloyd Weber, TV and movies (such as the DEATH NOTE live action film). Not knowing all this actually was a plus in the States. You wanted to believe he really was the chairman of some mythic cooking arena!! <br /><br />Apart from English and Shatner, the rest of the show had much more of a tacky Vega-style look to it. Too many crazy camera tricks, special effects and absolutely no charm. For fans of the original, there just wasn't anything to like. Fortunately, the Food Network version that appeared a few years later was much closer to the original. While still not nearly as good as the original, as least it did not look like a deliberate parody of the show!!<br /><br />By the way, if you think I am being too rough on the show, Tim Goodman of the San Francisco Chronicle said of the show ""'Iron Chef USA' an abomination"". That about says it all!",Performance,Others,
"Oh dear...<br /><br />It's easy to tell where this latest version of Conan Doyle's perennial classic goes wrong because so little goes right. There's little fault with the script, which does a decent job of retelling a by now overly familiar tale and even throws in an intriguingly Gothic Christmas Eve party for good measure. Some of the supporting performances are fine - John Nettles and Richard E. Grant in particular. But the leads are so very wrong that they sap the life from the thing.<br /><br />Ian Hart's Watson is surly and obnoxious, all too easily offended and trapped in a deeply distrustful relationship with Holmes. Since Watson has to carry much of the drama, this keeps us at arm's length from involvement, especially since Matt Day is such a dull Baskerville. However, where Hart is a good actor giving a misjudged performance, Richard Roxburgh gives every indication of being a bad actor giving a bad performance. He may not quite be the worst Holmes in the way that he was definitely the worst Dracula (in Van Helsing), but he's certainly the dullest and blandest despite his overstated distance and eccentricities, while the attempt to make him more of an action hero simply ends up making him a very ordinary figure instead. With all displays of Holmes' deductive reasoning dropped (even the famous scene with Dr Mortimer's walking stick is gone), his disguises omitted (he just appears on the moor as if he were still dressed for Baker Street) and his drug use wildly overdone (rather than resorting to narcotics when bored, he even jacks up in a public toilet while working on the case in this version), he's such a blunt bull in a China shop here that rather than pay the cabby for information, he beats him up instead as if he were a 19th century Popeye Doyle. <br /><br />Although David Attwood's direction throws up the odd good bit of composition, the grotty lighting and perpetual green tint on the original TV broadcast version sap any signs of life before they can bloom. And the less said about the shoddily animated CGi hound the better - despite the impressively populated London street scenes, it's hard to believe that this is probably the biggest budgeted version since Rathbone and Bruce strode the Moor. <br /><br />The BBC have previously had good luck with the tale - both their Peter Cushing and Tom Baker versions, studio-bound though they were, were more involving in their cosy Sunday teatime way. Sadly, this attempt to bring a more modern aesthetic, while marginally better than the dreadful Peter Cook and Dudley Moore spoof, is nonetheless a very poor show indeed.",Performance,Visual Effect,
"This overly long film was based on one of Jack Higgins first novels, He has written many books since & nearly all of them have been far better.<br /><br />John Sturgis directed this & it was his final directorial effort.He had a very mixed career. His best was THE MAGIFICENT SEVEN,His worst was MAROONED. This effort is closer to Marooned than Magnificent Seven.<br /><br />Tom Mankiewicz adapted this from Higgins' novel, Tom wrote many screenplays, sometimes the apple falls far from the tree. Tom's father was the award winning director/writer Joseph (ALL ABOUT EVE) & his Uncle Herman, worked with Orson Welles on CITIZEN KANE.<br /><br />The cast includes some of the top stars of 1976(year of release) Micheal Caine, Donald Sutherland,Robert Duval,Donald Pleasance,Larry Hagman & Treat William, also Jenny Aguiter & Jean Marsh plus others.<br /><br />Nearly every one was either miscast or vastly changed from the original novel. In the book they all were flesh & blood,you were able to care for each one. In the movie they all seemed lifeless & listless.<br /><br />There is one needlessly extended action scene at the end.<br /><br />I can understand now why I missed this in 1976,I should have realized or remembered that it was not a good film.<br /><br />Ratings: ** (out of 4) 54 points (out of 100) IMDb 4 (out of 10)",Performance,Visual Effect,Directional Techniques
"There are a vast multitude of sub-par crappy shot on digital yawn-fests littering videostore shelfs, and this is definitely One of Them. The story of a cult of dead teenagers attempting to turn other teenagers into One of Them is so incompetent in ever single aspect, that just watching One of Them try to act is a daunting task indeed. One of Them will put you to sleep before long with it's inane dull story, it's bad special ed effects, and it's apparent complete disdain for the hapless viewer. Not doubt that One of Them is putrid. If it seems like I've written One of Them too much in my review, you have no clue until you see One of Them. If you were to take a shot EVERY time someone said One of them or asked ""are you One of Them?"", you'd have to have your stomach pumped before the movie ends, which ironically is a better fate than watching One of Them.<br /><br />My Grade: F <br /><br />Where I saw it: Starz on Demand (available until September 29th)",Directional Techniques,Others,
"Okay, so lots of people thought this stunk because Elizabeth Taylor couldn't sing, it missed the magic of stage presence and it is not really good movie material. It is however an opportunity to see an interpretation of the performances of the broadway stage who originated some of the characters as interpreted by the stage version's director. It is a very good story of romance, duty and innocence. Sondheim's lyrics are wonderful, Diana Rigg is delightful and overall the quality of the show is more than acceptable.",Performance,Plot,
"I just finished the film, and boy, it was not good at all. I've never seen any other movie about graffiti, and yet everything in this one seems clichéd. Many of the characters are not believable, for example the central villain is a ""bad cop"" who is just laughable in the way he is portrayed as pure evil. And it just DRAGS for about twenty minutes two thirds of the way through (and the movie is only 90 minutes long!). I almost went to see this last fall at the local film festival, but the schedule didn't work out, and I'm glad I saved my $10. If this was a film made by a group of high school students I would applaud them, but for a professional film this is just a pretentious waste of time.",Plot,Visual Effect,Music
"This feature, as you probably gathered, largely centres around Snoopy, Charlie Brown's dog.<br /><br />Charlie Brown has been becoming ever more resentful of Snoopy's recent independence (in particular going to the beach to spend time with Peppermint Patty), and, after cutting his thumb while trying to open his can of dog-food, he gives Snoopy a scolding and makes him feel guilty and worthless.<br /><br />The following day, when Snoopy tries to go to the beach to see Peppermint Patty again as promised, suddenly a sign has been put up saying that dogs are not allowed on the beach. This starts a chain reaction that begins a string of frustration within Snoopy...<br /><br />More snubbing comes from other members of the Peanuts gang when what started off as being a bit of fun with Linus and his security blanket soon turns sadistic and nasty, once again with Snoopy on the losing end.<br /><br />Snoopy then has a bit of fun with Linus' elder sister Lucy, who is using boxing gloves, and they have a bit of a light-hearted spar, but again Snoopy pushes things that little bit too far and ends up upsetting Lucy and she spits the dummy at him.<br /><br />Shortly afterwards, Snoopy receives a letter from a mysterious girl named Lila, who is in hospital and for some reason craves his presence. Snoopy and his bird friend Woodstock (making his animated film debut here) suddenly set off to meet her. Their journey is plagued by quite a few of the famous 'No dogs allowed'-type signs, which again do little to heighten the spirits of our favourite beagle!<br /><br />Eventually, however, Snoopy and Woodstock reach the hospital where Lila is staying, and her spirit does indeed rise when the dog suddenly appears by her bedside and enriches her enthusiasm. However, little does Snoopy know that she will practically coax her into doing something that will really tug at his heart-strings...<br /><br />I first saw this film as a boy in my early tens, and even when I watch it now it has lost none of its ability to endear and -- in particular -- choke. There is one particular section that still makes me cry to this day at a party for Snoopy, where poor Charlie Brown is just too choked to say anything. Even just THINKING about that scene induces tears...<br /><br />As a whole, though, the film is enjoyable fare. It's not a classic, but it's still memorable, and has some actually quite good songs that are not in the least bit intrusive and only add to the overall charm. There is also some spot humour, much of which is caused by Woodstock's erratic flying and Snoopy's constantly being taunted by the 'No dogs allowed' signs permating his venture.<br /><br />Recommended, but don't expect your eyes to be anything other than moist at some point in the film!",Plot,Performance,
"When others here say that this thing has cheap looking production values, believe them. <br /><br />Beyond that, I still don't see what everyone loves about Neverwhere. The story doesn't seem particularly original or interesting and the performances weren't too hot, either. Maybe if you live in London and know the locations they are referring to, you can get more out of it. Unfortunately, I do not.<br /><br />Between the laugh-inducing freeze-frame editing during monologues, the poor video quality, and the goofy music, I had to fight my way through disc one and refused to watch disc two. I read that even Gaiman didn't like it. I certainly can't recommend it. In fact, stay far away.",Plot,Visual Effect,Directional Techniques
"Simply horrible. Very low-budget pseudo-sequel to the previous film with none of the same actors except one. It almost makes the first one look like a masterpiece. From the few extras, it seems that the creators actually wanted to do well and take this seriously but it certainly doesn't show in the final product except for a lack of b-movie fun that might have actually made this palatable. The fight choreography was lame, the dialogs were cliché, the special effects were pathetic (except perhaps for the first dragon but even there...), the actors were either mediocre or stunningly uncharismatic and the story... well I don't remember what the story was nor did I care much about what was happening. Actually, I saw this not so long ago and I remember very little of it. I'm giving an extra half star for the effort and genuinely noble intentions of the filmmakers who did try to make it closer to the rpg and because I've seen worse. Dungeons & Dragons deserves a much better movie. Why not one based on some of the Forgotten Realms or Dragonlance novels? <br /><br />Rating: 3 out of 10",Music,Performance,
"The first time I watched this film, I must have been about nine or ten and even at that age, I sobbed my heart out. To this day, it remains the saddest film I've ever seen.<br /><br />The film revolves around eight-year-old Ben Madison, a haemophiliac who contracted AIDS from an infected blood transfusion. As Ben bravely copes with all that his devastating illness forces upon him, his parents are fighting two battles. They have to struggle to accept the fact their young son was terminally ill yet remain strong enough to prepare him for his own death but they are also fighting the ignorance of how AIDS was perceived in the Eighties.<br /><br />'Go Toward the Light' has many emotive scenes: notably, Ben's funeral where his mother recounts how her son's life may have been short but he had made his mark on the world, when Ben's father explains to his three young sons about what happens to the soul after death, and the final scene where Ben dies in his parents' arms. What makes this film unique is that it's not all depressing and, by depicting happier scenes, we feel closer to Ben and his family. We shared their joy when Ben is able to come home for his new brother's birth and when the Madisons' newborn son was haemophiliac-free. We get a sense of how close the family is by the large role the grandparents play in Ben's life (his grandfather poignantly made Ben's coffin) and the love Ben feels for his family, especially his brothers (one bittersweet moment is when his younger brother says he was visited by a ghostly Ben in the hours before Ben's death).<br /><br />For a TV film, not only was the script excellent but so were the actors. Young Joshua Harris must have been a talented child actor in his time given his affecting performance as Ben while Linda Hamilton and Richard Thomas were perfect as the parents, depicting their grief, strength and love for their son and his plight.<br /><br />I highly recommend this to not only people seeking a good gut-wrenching drama (as there is nothing more gut-wrenching than watching this film and knowing this was a true story that happened to a real little boy and his family) but also for older children and teenagers seeking a more meaningful view of AIDS and its consequences.",Plot,Others,
"""Woodstock is not only a documentary, it's a real piece of history that teels us what happened during that three days of pure heaven on earth (as a matter of fact Jimi Hendrix's performance was deferred two days later, so the days are practically 4). In fact, ""Woodstock"" won the Oscar as ""best documentary"". I hope that this film won't be forgiven by anyone!",Plot,Others,
"I rented this film on DVD, as part of a double feature. Netflix packages lots of their classic films, on DVD this way. In addition to the feature films, the DVD also included some extra film clips. Some of the extras were fun to watch, especially the old Drive-in Intermission clips. They sure brought back fond memories, of trips to the Drive-in during my childhood days.<br /><br />Just For The Hell Of It, was little more than a melodramatic yarn about violent, delinquent teens. This film stood-out from others of it's kind, by portraying the teen violence as particularly vicious. There was even a scene where a toddler was snatched from it's carriage, and put in a garbage can, by one of the teens. The incredible mayhem that these teens indulge in, is way beyond youthful hijinks. <br /><br />It's obvious that the producers of this movie, were trying to shock the sensibilities of the older generation in the 60s. Seems like back then, the under-30 crowd were forever keeping their elders bewildered. But very few young people, were actually as brutal back then, as they're portrayed to be in this movie. So the premise of the film, really stretches the bounds of credibility. This movie doesn't even work as a campy film. It's just too grisly, and lacks any real element of humor at all. Only those who like gory slasher films, might enjoy this movie.",Plot,Performance,
"Another zombie movie? How could there possibly be another variation on this tired horror theme? These were my thoughts as I slipped my money through the window at the ticket booth back in the fall of 1990. After all, I was a poor college student who had to take prudent measures in order to ensure that I had beer money when its all said and done. Not to mention the fact that I was quite a horror fan, in particular a zombie fan who was very familiar with the original Romero film. Needless to say this movie had a lot to prove in order to win me over. Well, it did. What Tom Savini and company were able to do out in the Pennsylvania countryside was nothing short of masterful. Of course I'm talking about horror here. This is no Cassablanca, but within its genre Night of the Living Dead is a standout. This film basically faithfully retells the original Remero story with the benefit of better make-up, special effects, cameras, lighting and cinematography. Notice I did not say better casting or acting. Aside from the actual story these are two areas that are partly responsible for the original's lasting success.",Directional Techniques,Plot,Others
"This is by far the lamest hollywood film there could ever be. This film is such crap that it comes out to be funny. Cheap special effects, phoney love scene, and a fat monk. Need I say more?? Why would a company put up money for something like this is beyond me. Why not make a low grade horror film or porn. At least more people would see it. I know for a fact that in 20 years this film will have a cult following due to its great crapiness. There are people who love Ed Wood's films, and there are people who love bad films, and this is by far the worst of all time bar-none!! I need one more line in order to submit this mess. Today is Monday, April 5th. Spring break rules all men and women.",Others,,
"This film is a national disgrace. This is the cinematic equivalent of the mad relative kept locked in the attic. This film and it's sequels represent the nadir of British film. <br /><br />Naturally a film this bad has to have a cult following - just check out the number of people who gave it ""TEN"" - and it's hard not to marvel at just how a film could be so bad. So sit back and watch to see a film worse than you can possibly imagine.",Plot,Performance,Directional Techniques
"Pretty simple: Why can't Hollywood make a movie with positive Asian roles? <br /><br />This movie has so many stereotypes it makes my stomach churn. And for what purpose? To tell a story so that the white guy looks good? It even makes a few outdated stereotypical references to ""Empress Dowager"" and ""Special Fortunes (cookies)"". Blech!<br /><br />Production values are pretty good except for the fact there aren't any subtitles. I like the shot where instead of showing the manager's reaction, we see his hand fall by the doorknob. Musical accompaniment evokes empathic feelings for the central character Lee, especially at the end. <br /><br />Back to the main point: There aren't any positive Asian imagery, particularly for Asian males. Every Chinese person in this movie is either poor (Lee, the cook, & the busboy) or an a**hole (just about everyone else).<br /><br />Why can't Hollywood make a movie with positive Asian roles?",Plot,Others,
"You know what I don't get? Why is it that creepy little boys or girls seem to always get away with anything? Look, when I see a creepy little kid, I will say that that kid is a creepy little bastard! I call it like I see it. I realize that most kids in the world are not disturbed, but some are, and should you ever come across one, then please save humanity and do all us humans a favor by making sure that said creepy little kid is locked away for life. I realize that creepy little kids have been a staple for horror films, but to suggest that they should never be thought of as criminals is insane. Hollywood loves to portray kids as angels. Like I said, most are, but I think Hollywood needs a reality check.<br /><br />This leads me to Hide and Seek, a movie that is mediocre even with powerful actors like DeNiro, Fanning and Shue. For some reason, Bobby makes more mediocre films nowadays then he does quality. I realize you have to pay the bills, but come on. DeNiro is one of the best actors ever, and his movie choices lately (Godsend, which is horrible)have sucked. DeNiro should have looked at the script and then decided to burn it after reading the first 3 pages. Either that or he should have demanded a love scene with Elisabeth Shue for extra compensation. Fanning parents saw the $$$$ there little girl would earn, and signed her up real quick. Well, that is my theory, cause she is way better than this garbage.<br /><br />Fanning plays the ""creepy little kid"", and DeNiro plays her psychiatrist dad. Mom kills herself in the beginning of the movie, or at least that is what it looks like. Darling daughter becomes depressed and creepy, and daddy decides to move from the city to the country for a new start. Turns out the move is a bad idea, cause (excluding Shue's character) all the residents of this small town that we meet are creepy too. And why is it that small town folk are always creepy? Big cities have there fair share of freaks as well, but for some reason, this movie (along with many others) wants you to believe that small town folks are crazy as hell. Anyways, this movie goes from okay to flat out ridiculous in no time at all, and once the big ""surprise"" comes at the climax of the film, you feel as if you have seen this movie somewhere before. That is due to the fact that Hide and Seek turns into a rehash of many other films. Sad thing is the fact that Hide and Seek wants to be different........but it isn't.<br /><br />I'll give Fanning credit. She does play her role well, and it was because of her that I watched this whole thing. This is a dark role for her, and she seems to eat it up. She does have a bright future ahead of her, but she needs to avoid crap like this.",Performance,Visual Effect,Directional Techniques
"Peter Weir's first film and, looking back to when I originally saw this on general release, this could be described as my first exploitation movie. I always had a soft spot for it and later recognised elements from such video treats as, 2000 Maniacs. Not overlong, it still seems a little slow now at times but it's probably because unlike in the mid 70s when this was considered unique , so much else has been seen. Even so it's well worth watching and whilst in my memory this was all about dressed up cars battling it out, this is , in fact, much more a cynical view of the director's homeland. The mayor who at first seems protective and halfway decent turns out to be the 'fascist' for whom this whole enterprise is run. Paris, Australia, of course, not France although the enigmatic finale will have you guessing.",Plot,Performance,
"I was flipping through the channels and saw this was on this afternoon. It is a very poorly done remake. Many of the lines were so poorly delivered that I got the impression that the actors new it wasn't going to be very good. <br /><br />On the other hand, I highly recommend the original Jimmy Stewart version. It has all of the charm that this version lacks. Stewart's Dowd cannot help but be loved, while Anderson's Dowd feels wooden, and I ordinarily like Harry Anderson. When watching the original, you find yourself hoping that Harvey is real and you come to love him. In the remake, you find yourself not believing that any of the characters are real. They all come across as actors on a stage acting a part rather than actually being the characters. If you want to see Harvey, do yourself a favor and see the original. This version is not very good.",Plot,Others,
"As someone who has watched 1000's of films and actually likes foreign films, this was one of the most whacked-out movies I have ever watched. I fully appreciate that the subject matter is unconventional, and that people who get into such weird mental places do not have pedestrial social behavior. Also, most French films tend to take on unusualy subject manner and are much more direct in approach than US films when it comes to sex and sexuality. However, I feel like I was being thrown against a wall with one morally disgusting scene after another. I suppose it doesn't help when you instantly hate the main character, wonder if any of the adults act like adults (much less who isn't sexually overcharged), wonder why none of the teens have any common sense, and it just keeps going. You gain sympathy for certain characters and you realize the reason none of the adults act like adults is because...well..they have real problems. I will say it is beautifully shot and the direction just adds to the intensity, but thats about I can come up with in terms of redeeming qualities in what is one big mess!",Visual Effect,Others,
"Extreme Force was a movie with a lot of action. It was nice seeing Hector the world martial arts champion in a film. He acts very well,and his martial movements are awesome, I would think as good as Bruce Lee. I have seen Hector a lot in martial arts magazines, he really knows what he is talking about. I am a martial artist and I can tell all his movements in the movie are true and real, that's very rare to see now days! I thought the plot was interesting, although kind of confusing sometimes. I am looking forward to seeing this champ on the screen again. A real fan, Matt",Plot,Others,
"PLAY IT AGAIN, SAM has one of the most quotable (and joke-able) line in cinema history: ""I'm so depressed."" It introduces Woody Allen as a complete neurotic who can't seem to look at the open doors all around him and prefers to consult an analyst -- be it an actual psychiatrist or us, the viewer -- and whine about his inability to relate to the little things in life without creating some turbulent drama complete with hoots and clicks. It's survived to this day, and whenever his name comes up, people tend to sigh and think, ""Oh no -- more angst coming from successful white people from the Upper East Side!"" <br /><br />However, this is not a Woody Allen movie. This is Herbert Ross' adaptation of a Woody Allen play, but it's done in such a way that from start to finish it resembles the type of comic fantasies Allen himself would direct in the latter part of the Seventies and from then on. PLAY IT AGAIN, SAM tells the story of Allan Felix, a film critic whose wife Nancy (Susan Anspach) has left him because she, plain and simple, needs excitement. (Sounds familiar? He would explore a near-identical situation with the relationship between Alvy Singer and Annie Hall.) Allan of course, becomes depressed. Because his apartment is a shrine to all things Humphrey Bogart (the movie begins with Allan at an art-house movie theatre at the end of CASABLANCA), it's no surprise when Bogart makes his own appearance and gives Allan pointers about how to react to women while telling him what went wrong. At the same time, Linda and Dick (Diane Keaton and Tony Roberts), his married friends, also make their appearance and try to see if prospective matches can take Allan off of his arrested development. Sadly -- or should I say, hilariously -- every women they set Allan up with proves to be dismal failures, but the surprising thing is that the more time Allan and Linda spend time together, the more they find that they relate to each other. It's just time when pressure from Bogart and Allan's own growing gumption will make him take the next step.<br /><br />One of the most remarkable things in PLAY IT AGAIN, SAM is how it becomes the first Woody Allen story to incorporate fantasy as a part of reality in a way that doesn't seem gimmicky. No dreamy music, no special effects -- they just appear, in Allan's mind, cohabiting and egging him on in his neuroses. Bogart suddenly materializing in the background, in shadows, is priceless (and Jerry Lacy virtually channels Bogart's mannerisms and voice down to a science), but so is a sequence when Allan and Linda are sitting on the sofa. Allan is receiving pressure from Bogart to make a move on her. Suddenly, an angry Nancy makes her announcement, complete with a gun, and shoots Bogart in classic film-noir fashion. Needless to say, Allan and Linda resolve their issue separately, but it's a clever move, one that would make its appearance in a plethora of situations in subsequent movies. However, blending the events of CASABLANCA as a part of what transpires between Allan and Linda elevates the more comedic aspects of PLAY IT AGAIN, SAM to a very touching moment. It's part of Allen's way of paying homage to the classic films that were made when he was growing up, and he would return to this again in THE PURPLE ROSE OF CAIRO with equally clever results.",Plot,Performance,
"...just unbelievable how these old jokes keep me laughing, the cast is absolutely packed with big names even down to the smallest roles. I just wonder how they got all these stars to play this stuff, kind of unusual for the German film scene to do some stuff just for the fun of it and produce it well. I've never seen this combination The Soundtrack is nice, no wonder considering who done that part. i'm pleased to see that _entertainment_ is possible and easy with a film like this, far above the ""comedy""-hype here in Germany. well done, Otto and all the others. i watched with my girlfriend and it's -two thumps up- just 9/10 because maybe some other movies try to top this",Plot,Performance,
